starttime	seconds	ctime	dtime	ttime	wait
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	8	68	76	68
Thu Feb 11 18:30:04 2021	1613039404	2	74	76	74
Thu Feb 11 18:30:03 2021	1613039403	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:03 2021	1613039403	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	4	73	76	73
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	2	74	76	74
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:03 2021	1613039403	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:03 2021	1613039403	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:02 2021	1613039402	14	62	76	62
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	1	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	76	76
Thu Feb 11 18:30:03 2021	1613039403	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	1	75	77	75
Thu Feb 11 18:30:03 2021	1613039403	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	75
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:05 2021	1613039405	2	74	77	74
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:05 2021	1613039405	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	2	74	77	73
Thu Feb 11 18:30:04 2021	1613039404	14	62	77	62
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	8	68	77	68
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	3	74	77	74
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	4	73	77	73
Thu Feb 11 18:30:04 2021	1613039404	2	75	77	75
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	76	77	76
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:02 2021	1613039402	14	63	77	63
Thu Feb 11 18:30:04 2021	1613039404	3	74	77	74
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	3	74	77	73
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	2	75	77	75
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	2	75	77	74
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	2	75	77	75
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	3	74	77	73
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:03 2021	1613039403	3	74	77	74
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	2	75	77	75
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:02 2021	1613039402	14	64	77	64
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	3	74	77	73
Thu Feb 11 18:30:02 2021	1613039402	15	62	77	62
Thu Feb 11 18:30:04 2021	1613039404	4	73	77	73
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	4	73	77	73
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:05 2021	1613039405	1	76	77	76
Thu Feb 11 18:30:04 2021	1613039404	4	73	77	73
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	4	73	77	73
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	3	75	77	74
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	3	75	77	75
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	2	75	77	75
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	76
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	77
Thu Feb 11 18:30:03 2021	1613039403	0	77	77	74
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	3	74	77	74
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	69
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	1	76	77	76
Thu Feb 11 18:30:05 2021	1613039405	0	77	77	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	77	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	77	78	76
Thu Feb 11 18:30:03 2021	1613039403	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	3	75	78	75
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	4	74	78	74
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	14	63	78	63
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	4	74	78	73
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	77	78	69
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	78
Thu Feb 11 18:30:03 2021	1613039403	4	74	78	74
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	13	64	78	64
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	1	76	78	76
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	14	64	78	63
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	4	74	78	74
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	1	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	2	76	78	76
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	3	75	78	75
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	70
Thu Feb 11 18:30:05 2021	1613039405	3	75	78	75
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	9	69	78	69
Thu Feb 11 18:30:04 2021	1613039404	5	73	78	73
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	2	77	78	77
Thu Feb 11 18:30:05 2021	1613039405	3	75	78	75
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	14	64	78	64
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	78
Thu Feb 11 18:30:03 2021	1613039403	0	78	78	76
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:03 2021	1613039403	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	4	74	78	74
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	3	75	78	75
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	1	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	7	71	78	71
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	14	64	78	64
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	1	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	1	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	2	77	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	77
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	13	65	78	65
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:02 2021	1613039402	15	63	78	63
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:04 2021	1613039404	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
Thu Feb 11 18:30:05 2021	1613039405	0	78	78	78
